0.034503,10.386
0.0089328,5.7098
0.014137,6.9207
0.017425,0.45718
0.017737,7.0962
0.0043047,4.2171
0.022162,1.8793
0.03786,2.1251
0.03404,2.0242
0.0060263,4.0474
0.0023623,5.5251
0.0076928,3.1016
0.026281,2.1249
0.0080045,5.1845
0.012589,5.0359
0.00040479,3.074
0.038819,3.0067
0.21585,12.711
0.21296,12.372
0.0039801,4.0969
0.022015,1.1717
0.21468,11.297
0.063087,7.779
0.030892,7.3481
0.02683,2.9801
0.13388,9.9804
0.028826,1.3487
0.076765,8.7373
0.0066338,5.1525
0.095169,8.1097
0.053397,6.6891
0.0087526,4.8413
0.035664,1.3227
0.00071225,4.6993
0.035185,6.9306
0.019177,2.7194
0.24692,14.029
0.023643,2.1791
0.02351,1.7282
0.018117,0.63466
0.0072177,2.3296
0.21416,12.758
1.1413,33.228
0.14561,9.8869
0.0073085,4.2118
0.025622,1.971
0.024332,5.4336
0.018604,2.9858
0.12274,9.3407
0.19045,10.979
0.018859,1.9264
0.019261,4.1315
0.062918,6.824
0.45283,17.926
0.01057,3.2787
0.03083,6.1131
0.075294,8.404
0.24163,14.028
0.012398,5.2539
0.011311,5.0914
0.011768,3.9361
0.018111,3.3507
0.18476,12.211
0.0016101,4.2803
2.8367,63.104
0.019767,0.79356
0.0056638,3.6484
0.87875,29.459
0.071648,8.2082
0.047609,6.948
0.0088612,3.7732
0.018928,2.3173
0.022231,4.4496
0.025299,2.7068
0.56965,20.881
0.3188,15.541
0.0028644,4.9535
0.019705,3.2844
0.023478,1.4153
0.022536,2.03
0.026459,1.4023
0.30357,12.164
0.018051,2.4449
0.0058333,3.4976
0.02364,4.573
0.056867,6.5008
0.017661,1.8188
0.029311,1.7461
0.11549,9.5264
0.017737,2.5435
0.012962,6.0468
0.60867,23.611
0.22714,12.931
0.004251,3.537
0.029982,1.607
1.543,35.645
0.027424,5.5155
0.0027461,4.6461
0.0043676,3.0494
0.001712,5.5514
0.021706,4.1922
0.021802,0.70596
0.028134,2.744
0.029677,2.7129
0.72106,24.804
0.034594,2.1099
0.0086542,3.4075
0.026435,2.0468
0.29297,19.874
0.01764,0.54732
0.11899,9.5088
0.017976,3.3173
0.01937,5.1858
0.025317,3.7571
0.018563,0.57102
0.0041753,4.7225
0.52187,18.781
0.0076076,4.3273
0.027689,8.4801
0.0042509,3.3169
0.023523,1.6246
0.0081196,3.6631
0.020283,0.97937
0.95035,28.123
0.0029563,3.5904
0.029058,2.9033
0.010539,3.1605
0.041649,2.7055
0.023994,1.6979
0.18257,9.5897
0.078898,7.5229
0.03114,2.2373
0.1549,10.933
0.02807,3.5304
0.040272,1.7888
0.58746,23.085
0.027073,3.1803
0.038399,5.5887
0.098136,11.174
0.014941,0.67598
0.0087544,4.4346
0.0077312,2.8112
0.016816,4.4683
0.11571,8.6352
0.35171,16.048
0.030079,5.7873
0.013965,3.6524
0.0039872,3.2362
0.030285,5.0586
0.014547,2.0522
0.016463,0.87176
0.011079,4.1848
0.13236,8.6533
0.02799,1.8787
0.037995,1.0354
0.09134,6.9454
0.016583,0.77324
0.036126,1.7234
0.019359,2.1515
0.11484,9.476
0.099673,8.3247
0.3487,17.498
0.021028,0.63523
0.036752,4.2338
0.02102,4.9274
0.24733,13.315
0.021077,1.7799
0.024078,1.7943
0.025474,1.1255
0.022451,0.64966
0.068039,7.73
6.8775e-05,2.9472
0.012206,3.3338
0.042464,2.0664
0.18991,11.253
0.021828,1.9393
0.065146,6.6758
0.093653,8.5139
0.012908,5.0492
0.019591,2.4223
0.031524,1.998
0.95508,35.282
0.01686,1.7745
0.025274,1.1605
0.019586,1.1229
0.2043,10.369
0.0014837,3.8559
0.12292,9.6935
0.032231,6.25
0.033311,5.2054
0.36021,22.847
0.21484,12.754
0.010882,5.4728
0.45292,17.584
0.027582,2.2364
0.012974,3.3496
0.014109,2.21
0.094603,7.3989
0.30195,16.203
0.00038695,3.9883
0.4097,16.245
0.028516,4.483
0.031214,3.0651
0.0203,0.80308
0.19154,12.025
0.021628,1.4567
0.119,9.7447
0.024077,0.88572
0.32792,15.306
0.026872,1.5664
0.52138,19.576
0.3655,15.813
0.024267,4.5083
2.6716,61.725
0.012308,3.3446
0.026676,1.979
0.01634,5.1297
0.13469,9.4372
3.8782,80.77
0.020323,1.2375
1.1476,37.282
0.01822,1.0381
0.0045281,3.2761
