   x   y
   9.7137526e-01   0.0000000e+00
   7.8011047e-01   1.2576836e-01
   9.8547776e-01   7.2517915e-04
   7.2689804e-01   6.9096467e-02
   8.8751763e-01   2.7435483e-01
   7.2483705e-01   0.0000000e+00
   7.2589675e-01   1.0496427e-01
   9.2277017e-01   0.0000000e+00
   6.1692038e-01   1.4118392e-02
   9.5168944e-01   8.5759254e-02
   8.5527655e-01   0.0000000e+00
   8.6575594e-01   0.0000000e+00
   9.8730698e-01   0.0000000e+00
   6.4425715e-01   1.5703074e-01
   9.4870996e-01   4.8299826e-02
   7.6545263e-01   1.1293879e-01
   7.9195423e-01   1.4461725e-01
   9.6363036e-01   0.0000000e+00
   1.0109594e+00   0.0000000e+00
   9.9386987e-01   5.1295255e-02
   9.9257632e-01   0.0000000e+00
   4.1239629e-01   2.0699497e-01
   7.4996981e-01   9.8124864e-02
   8.1896472e-01   0.0000000e+00
   9.0080791e-01   0.0000000e+00
   5.7311118e-01   8.0818479e-02
   7.3625557e-01   8.6295091e-02
   5.2616874e-01   1.5802629e-01
   8.8786505e-01   0.0000000e+00
   7.6717959e-01   1.3456054e-01
   7.9637230e-01   5.1346002e-01
   8.4819741e-01   6.7067178e-02
   7.7954859e-01   0.0000000e+00
   7.5900164e-01   1.5016293e-01
   8.8630317e-01   7.1739838e-02
   8.6995419e-01   8.3219836e-02
   8.0912024e-01   3.4046659e-02
   8.3060585e-01   0.0000000e+00
   9.9387164e-01   5.0355365e-02
   9.3201481e-01   3.8128596e-02
   8.8352475e-01   0.0000000e+00
   9.0192268e-01   3.1737186e-01
   8.1207354e-01   5.2377958e-02
   8.4697429e-01   1.1312977e-01
   9.0454189e-01   1.0130260e-02
   8.6979096e-01   2.4459881e-01
   7.0848010e-01   0.0000000e+00
   4.4119262e-01   2.1437366e-01
   7.8692247e-01   6.3434293e-03
   1.0385589e+00   0.0000000e+00
   8.6816519e-01   9.9848845e-02
   8.9022153e-01   1.0115039e-02
   8.1144408e-01   1.2456066e-01
   9.5320296e-01   2.3501967e-02
   9.5542954e-01   0.0000000e+00
   7.8949214e-01   3.2414107e-01
   9.0564951e-01   1.8350404e-01
   6.4917193e-01   1.9275911e-01
   7.3787415e-01   0.0000000e+00
   9.2989034e-01   8.6329728e-02
   8.8077040e-01   1.0062208e-01
   1.0021759e+00   9.1122286e-02
   8.9969664e-01   0.0000000e+00
   9.7021643e-01   0.0000000e+00
   9.0305372e-01   1.6652107e-01
   9.5202306e-01   0.0000000e+00
