1.0227,0
1.0143,0.18117
0.78725,0.11422
0.67488,0.22156
0.80944,0.23397
0.91224,0.0038662
0.78505,0.0069066
0.70754,0
0.93128,0.14919
0.72029,0.19413
0.92732,0.011634
0.77314,0.090328
0.99008,0
0.86785,0
0.65456,0.38349
0.95073,0.00068839
0.98523,0.25606
0.95082,0
0.79641,0.14305
0.86532,0
0.81771,0.14453
0.72916,0
0.86964,0
0.067597,0.28881
0.75789,0.10999
0.6914,0.2573
0.98681,0
0.93329,0.1607
0.87187,0.21609
0.97946,0.019129
0.52266,0.24432
0.71593,0.27004
1.001,0
1.0026,0
0.815,0.13091
0.89722,0.083337
0.89661,0.0061246
0.74089,0
0.71556,0.030554
1.0026,0
0.88446,0.24614
0.83404,0.061118
0.96066,0.075643
0.8717,0
0.86029,0
1.0026,0.015888
1.0361,0
0.14407,0.42033
0.60831,0.0025606
0.86103,0.1789
0.79254,0.11922
0.94247,0.06077
0.87602,0.28076
0.49033,0.27581
0.81959,0.15162
0.57272,0.54652
0.88725,0
0.7179,0.35853
0.74829,0.094175
0.74725,0.041483
0.90378,0.10656
0.89934,0
0.43606,0.50864
0.78566,0
0.92751,0.15774
0.85305,0
0.88624,0
0.92189,0.1901
0.91961,0
0.92657,0.086473
1.0135,0
0.96283,0.06647
0.8931,0.19865
0.90877,0
0.99163,0
1.0073,0
0.85465,0
1.0361,0
0.83845,0.085173
0.79396,0.0658
0.92219,0
0.89434,0.19543
0.9252,0.059372
0.99615,0
0.91752,0.1506
0.95035,0.069837
0.88711,0.17721
0.59663,0.27759
0.73589,0.033765
0.8474,0.12707
0.65138,0.11916
0.90322,0.23081
0.95293,0
0.99521,0
0.82879,0.18019
0.66015,0.29964
0.91952,0.18214
0.94636,0
0.99976,0
0.98784,0
0.88813,0
0.99863,0.14601
0.99842,0.055596
0.82586,0.26369
0.81773,0.20167
0.89647,0.085023
0.93123,0.0048488
1.052,0.029502
0.78205,0.17338
1.0161,0
0.88442,0.15898
0.72345,0
0.92845,0
0.76857,0.29519
0.96407,0.084434
0.94515,0
1.0852,0
0.61938,0.10729
0.67949,0
0.61506,0.2326
0.9342,0.0074217
0.86779,0.092748
0.87717,0
0.49302,0.53524
0.95014,0
0.85346,0
0.82591,0
0.72636,0
0.89556,0.018619
0.97393,0
0.87232,0
0.89193,0
0.66318,0.3758
0.7208,0
0.86278,0.032396
0.73729,0.047553
0.93459,0.12333
0.85951,0.021891
0.93732,0
0.98913,0
1.0438,0
0.92865,0.23211
0.30702,0.5126
0.84947,0.17734
1.0253,0.051436
0.7221,0.34326
0.96848,0.10482
0.91962,0.062617
0.92102,0.040921
0.94752,0
0.91642,0.061905
0.30474,0.55221
0.90405,0.087773
1.0386,0.021004
0.57236,0.34551
0.61735,0.027442
0.79089,0
0.809,0.1925
0.90328,0.28901
0.92202,0.082745
0.90619,0.045648
0.87799,0
0.96664,0
0.95626,0.030853
0.8454,0.30427
0.83546,0.1604
0.69193,0.066572
0.76821,0.13091
0.83219,0
0.80619,0.02876
0.85889,0.20767
0.53096,0.18874
0.80426,0.18039
0.85678,0
0.95166,0.24211
0.91536,0
1.0006,0.0019754
0.81346,0.095077
0.72128,0.045885
0.91654,0.075914
0.87651,0.019112
0.6951,0.2085
0.99884,0.21351
0.8639,0.062906
